temp;Cyc1;Cyc2;Cyc3;Cyc4;Cyc5;Cyc6;Cyc7;Cyc8;Cyc9;Cyc10;Cyc14;Cyc15;Cyc16;Cyc17;Cyc18;Cyc21;Cyc22;Cyc23;Cyc24;Cyc25;Cyc26;Cyc28;Cyc29;Cyc30;Cyc31;Cyc32;Cyc34;Cyc35;Cyc36;Cyc39;Cyc40;Cyc41
93,8;1,758660962;1,652274635;1,700559302;1,520561532;1,671456304;1,623090421;1,466744136;1,666176198;1,923876555;1,915711511;1,894189582;1,592932893;2,303022376;2,095063706;2,049638772;1,957325602;1,728260295;1,699737662;1,529360901;1,533124793;1,454184787;1,392099641;1,370260166;1,323669286;1,553571883;1,411154345;1,376581761;1,309351237;1,538525562;1,547773454;1,376974136;1,153255076
93,9;1,746831028;1,675542331;1,661120599;1,594059154;1,624213888;1,623794684;1,45662623;1,606647847;1,876859693;1,860779032;1,850614176;1,578252372;2,283403634;1,990212427;2,060294935;2,010630452;1,625521804;1,621916651;1,611638819;1,544308385;1,538654372;1,414918237;1,369203772;1,275654231;1,613132932;1,373210244;1,392058769;1,286805054;1,527755071;1,462958724;1,361798345;1,184735892
94;1,728720022;1,664657562;1,714859744;1,557844409;1,631306818;1,636580962;1,523554648;1,589990082;1,945270975;1,94040262;1,862891819;1,531301536;2,22158643;2,113660639;2,030670634;1,942255501;1,647856988;1,643905292;1,589379721;1,545973672;1,483881191;1,377057367;1,36479235;1,264318957;1,632511889;1,417672127;1,387858905;1,275872217;1,504262122;1,460506382;1,361676967;1,122925293
94,1;1,812364894;1,735495755;1,681544213;1,575875486;1,641489281;1,593980903;1,510291036;1,587319753;1,960666937;1,820782788;1,849800361;1,538436386;2,273829017;2,055935215;2,018181711;1,919457796;1,691286512;1,683833066;1,611134726;1,537554534;1,514675909;1,369715201;1,374619887;1,234807003;1,563068807;1,400543456;1,457890549;1,269652349;1,492637522;1,463885165;1,305736302;1,178810305
94,2;1,752975509;1,681544213;1,63928846;1,551138264;1,688704216;1,559726355;1,509234643;1,624984105;1,96427209;1,838813865;1,822944483;1,575840807;2,273242131;2,029449912;2,008977391;1,891660945;1,642252232;1,673369737;1,610371775;1,572148764;1,508710358;1,368734264;1,400371303;1,249931879;1,569644719;1,413799242;1,398707343;1,27647587;1,503231643;1,470382825;1,289895984;1,191184645
94,3;1,727423006;1,714420469;1,669947356;1,537053013;1,600436643;1,586556802;1,527545469;1,59973238;2,002335804;1,880381006;1,845387961;1,536456346;2,214629042;2,09626263;2,031077541;1,96645195;1,740836412;1,689046565;1,608046591;1,511100938;1,533404542;1,372676178;1,387248544;1,241757403;1,510846621;1,395691869;1,385871319;1,305845295;1,508882511;1,467536431;1,295389232;1,125708909
94,4;1,727790787;1,640154116;1,642306728;1,564049744;1,641463849;1,579962724;1,517032883;1,550926986;1,915978277;1,833153495;1,837287963;1,578872794;2,276646067;2,096208133;1,978441182;1,927683974;1,670317933;1,67020894;1,597517866;1,51649246;1,51216907;1,347916599;1,374965031;1,274636962;1,556202247;1,396200504;1,349987466;1,305617401;1,511230053;1,460615375;1,360392665;1,157651128
94,5;1,725359404;1,658452227;1,654383154;1,585208921;1,620155994;1,596602324;1,515526055;1,586116638;1,923072731;1,868685217;1,82365657;1,52808205;2,274865848;2,034281936;2,054118664;1,959258412;1,639908882;1,647102421;1,576474948;1,493858244;1,459198465;1,377985046;1,389715419;1,294066784;1,577900241;1,382753491;1,352167326;1,297016861;1,540574326;1,460193027;1,29948178;1,137464714
94,6;1,774154738;1,669336995;1,61654078;1,559573765;1,667224208;1,584089927;1,503885601;1,548027771;1,94913197;1,909884576;1,865771471;1,540143943;2,229343099;2,158799467;2,014343481;1,957020422;1,640017875;1,6780229;1,604486152;1,544866974;1,503140815;1,394674601;1,369170236;1,245237914;1,543259327;1,410060782;1,356628773;1,315218694;1,516746777;1,460640527;1,275558862;1,157015335
94,7;1,726340342;1,693097472;1,609499831;1,56323593;1,629790697;1,561608301;1,446657003;1,533749687;1,926807558;1,928231734;1,848303524;1,50489169;2,304548278;2,091684923;2,049286641;1,952646169;1,674895639;1,673711248;1,563795427;1,545738918;1,51903563;1,396787389;1,386282139;1,267516086;1,567578393;1,400676483;1,370612298;1,294092215;1,521978441;1,45756357;1,298441037;1,13712411
94,8;1,718165866;1,688955738;1,585999261;1,537632563;1,590562295;1,536176598;1,486773698;1,522028746;1,939094704;1,900511177;1,852227272;1,533883832;2,250298823;2,05600061;1,999059027;1,981434857;1,680722573;1,662143457;1,531888421;1,493313279;1,459983215;1,388698151;1,341377018;1,247718483;1,587345185;1,394878055;1,360494392;1,298746217;1,516637784;1,434130072;1,347880268;1,112478065
94,9;1,752557353;1,693969417;1,603913939;1,539330129;1,64207421;1,601107369;1,483380382;1,511816939;1,876532714;1,850823987;1,81200885;1,643396658;2,254475606;2,01310096;2,020529253;1,877164874;1,630208504;1,643505651;1,580529488;1,568518458;1,463467358;1,399252308;1,373311971;1,24055848;1,547741665;1,418909518;1,333169005;1,293202106;1,485901754;1,453326467;1,303692683;1,1476819
95;1,740342311;1,595858936;1,612675161;1,557510164;1,633478294;1,630045014;1,496147097;1,569542992;1,968413825;1,96054956;1,840456027;1,571679255;2,306210422;2,044708934;1,999135322;1,975062399;1,696548918;1,690572468;1,584590735;1,465805119;1,470097767;1,436827649;1,368625271;1,219907937;1,516864154;1,341921983;1,389442937;1,30229883;1,499860126;1,473317253;1,279596145;1,106787722
